key;value;
abandoned:*;;
access;;
addr:*;;
addr:street;;
aerialway:*;;
aerodrome;;
alt_name;;
architect;;
area;;
artist;;
authentication:*;;
barrier;;
bench;;
bridge;;
building;;
building:*;;
building:levels;;
bus;;
bus:lanes;;
busway;;
canoe;;
capacity:*;;
car;;
change;;
changing_table;;
check_date:*;;
class;;
class:bicycle;;
communication:*;;
communication:amateur_radio:repeater;;
community_centre;;
construction:*;;
contact:*;;
crossing;;
cycle_barrier;;
cycleway;;
cycleway:both;;
cycleway:left;;
cycleway:right;;
damage:*;;
delivery:*;;
demolished:*;;
destination;;
destination:colour;;
destination:ref;;
destination:symbol;;
destroyed:*;;
diet:*;;
diplomatic:services;;
dist;;
disused:*;;
dog;;
door;;
drink:*;;
embankment;;
emergency:*;;
fee;;
fire_hydrant:*;;
fixme;;
flag;;
foot;;
footway;;
fuel:*;;
generator:output:*;;
genus;;
golf;;
handrail;;
hazard;;
healthcare;;
heritage;;
hgv;;
historic;;
hov;;
inscription;;
internet_access;;
is_in;;
junction;;
kerb;;
lanes;;
lanes:psv;;
language:*;;
layer;;
level;;
lgbtq;;
manufacturer;;
mapillary;;
maxheight;;
maxspeed;;
maxspeed:hgv;;
maxstay;;
maxweight;;
maxweightrating;;
memorial;;
memorial:subject;;
minspeed;;
motor_vehicle;;
mtb;;
mtb:scale;;
name;;
name:etymology;;
network;;
not:*;;
note:*;;
object:*;;
official_name;;
old_name;;
old_ref;;
oneway;;
opening_hours:*;;
operator;;
owner;;
parking:*;;
parking:both;;
parking:condition;;
parking:lane;;
parking:lane:left;;
parking:lane:right;;
parking:left;;
parking:right;;
payment:*;;
phone;;
piste:*;;
placement;;
planned:*;;
plant;;
plant:output:*;;
playground:*;;
post_office;;
proposed:*;;
psv;;
psv:lanes;;
railway;;
railway:position;;
railway:signal:main;;
ramp;;
razed:*;;
recycling:*;;
ref;;
removed:*;;
restriction;;
roof;;
ruins:*;;
seamark:*;;
seamark:fog_signal;;
seats;;
service;;
service:bicycle:*;;
service:vehicle:*;;
ship;;
shop;;
sidewalk;;
sidewalk:both;;
sidewalk:left;;
sidewalk:right;;
social_facility;;
socket:*;;
species;;
street_lamp;;
subject;;
surface;;
surveillance;;
taxon;;
toilets:*;;
toll;;
traffic_sign;;
traffic_signals;;
trailblazed;;
tunnel;;
turn;;
type;;
vehicle;;
voltage;;
was:*;;
waterway;;
website:*;;
wheelchair;;
width;;
wood;;
abandoned:landuse;landfill;
abandoned:railway;rail;
abandoned;yes;
access;agricultural;
access;customers;
access;delivery;
access;designated;
access;destination;
access;employees;
access;forestry;
access;no;
access;official;
access;permissive;
access;permit;
access;private;
access;public;
access;residents;
access;restricted;
access;students;
access;unknown;
access;yes;
advertising;billboard;
advertising;board;
advertising;column;
advertising;sign;
advertising;totem;
aerialway;chair_lift;
aerialway;magic_carpet;
aerialway;pylon;
aerialway;station;
aerialway;zip_line;
aerodrome:type;airfield;
aerodrome:type;international;
aerodrome:type;regional;
aerospace:product;robot;
aerospace:product;rocket;
aeroway;aerodrome;
aeroway;aircraft_crossing;
aeroway;apron;
aeroway;gate;
aeroway;hangar;
aeroway;helipad;
aeroway;holding_position;
aeroway;jet_bridge;
aeroway;navigationaid;
aeroway;parking_position;
aeroway;runway;
aeroway;stopway;
aeroway;taxilane;
aeroway;taxiway;
aeroway;terminal;
aeroway;threshold;
aeroway;tower;
aeroway;windsock;
airmark;beacon;
allotments;plot;
amenity;animal_boarding;
amenity;animal_shelter;
